Country Name,Country Code,Indicator Name,GDP_perCapita,Year
Switzerland,CHE,GDP per capita (current US$),2620.475547,1965
Channel Islands,CHI,GDP per capita (current US$),0.0,1965
Chile,CHL,GDP per capita (current US$),670.3956858,1965
China,CHN,GDP per capita (current US$),98.48677775,1965
Cote d'Ivoire,CIV,GDP per capita (current US$),217.6024415,1965
Cameroon,CMR,GDP per capita (current US$),141.002515,1965
"Congo, Dem. Rep.",COD,GDP per capita (current US$),232.8111278,1965
"Congo, Rep.",COG,GDP per capita (current US$),171.6461416,1965
Colombia,COL,GDP per capita (current US$),307.64686,1965
Comoros,COM,GDP per capita (current US$),0.0,1965
Cabo Verde,CPV,GDP per capita (current US$),0.0,1965
Costa Rica,CRI,GDP per capita (current US$),372.2805781,1965
Caribbean small states,CSS,GDP per capita (current US$),580.944136,1965
Cuba,CUB,GDP per capita (current US$),0.0,1965
Curacao,CUW,GDP per capita (current US$),0.0,1965
Cayman Islands,CYM,GDP per capita (current US$),0.0,1965
Cyprus,CYP,GDP per capita (current US$),0.0,1965
Czech Republic,CZE,GDP per capita (current US$),0.0,1965
Germany,DEU,GDP per capita (current US$),0.0,1965
Djibouti,DJI,GDP per capita (current US$),0.0,1965
Dominica,DMA,GDP per capita (current US$),0.0,1965
Denmark,DNK,GDP per capita (current US$),0.0,1965
Dominican Republic,DOM,GDP per capita (current US$),229.0235001,1965
Algeria,DZA,GDP per capita (current US$),249.8835856,1965
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),96.84420373,1965
Early-demographic dividend,EAR,GDP per capita (current US$),193.3859424,1965
East Asia & Pacific,EAS,GDP per capita (current US$),197.8776254,1965
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),0.0,1965
Europe & Central Asia,ECS,GDP per capita (current US$),0.0,1965
Ecuador,ECU,GDP per capita (current US$),455.1978183,1965
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),162.6084723,1965
Euro area,EMU,GDP per capita (current US$),1468.472073,1965
Eritrea,ERI,GDP per capita (current US$),0.0,1965
Spain,ESP,GDP per capita (current US$),774.7616093,1965
Estonia,EST,GDP per capita (current US$),0.0,1965
Ethiopia,ETH,GDP per capita (current US$),0.0,1965
European Union,EUU,GDP per capita (current US$),0.0,1965
Fragile and conflict affected situations,FCS,GDP per capita (current US$),159.9707169,1965
Finland,FIN,GDP per capita (current US$),1882.086858,1965
Fiji,FJI,GDP per capita (current US$),317.0203251,1965
France,FRA,GDP per capita (current US$),2038.163102,1965
Faroe Islands,FRO,GDP per capita (current US$),0.0,1965
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),0.0,1965
Gabon,GAB,GDP per capita (current US$),424.6204429,1965
United Kingdom,GBR,GDP per capita (current US$),1873.567774,1965
Georgia,GEO,GDP per capita (current US$),0.0,1965
Ghana,GHA,GDP per capita (current US$),265.3236888,1965
Gibraltar,GIB,GDP per capita (current US$),0.0,1965
Guinea,GIN,GDP per capita (current US$),0.0,1965
"Gambia, The",GMB,GDP per capita (current US$),0.0,1965
Guinea-Bissau,GNB,GDP per capita (current US$),0.0,1965
Equatorial Guinea,GNQ,GDP per capita (current US$),234.3440851,1965
Greece,GRC,GDP per capita (current US$),899.2812389,1965
Grenada,GRD,GDP per capita (current US$),0.0,1965
Greenland,GRL,GDP per capita (current US$),0.0,1965
Guatemala,GTM,GDP per capita (current US$),278.8281385,1965
Guam,GUM,GDP per capita (current US$),0.0,1965
Guyana,GUY,GDP per capita (current US$),327.1157281,1965
High income,HIC,GDP per capita (current US$),1923.372086,1965
"Hong Kong SAR, China",HKG,GDP per capita (current US$),676.8055071,1965
Honduras,HND,GDP per capita (current US$),216.8153947,1965
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),133.6795797,1965
Croatia,HRV,GDP per capita (current US$),0.0,1965
Haiti,HTI,GDP per capita (current US$),82.94760837,1965
Hungary,HUN,GDP per capita (current US$),0.0,1965
IBRD only,IBD,GDP per capita (current US$),196.7888049,1965
IDA & IBRD total,IBT,GDP per capita (current US$),184.6354819,1965
IDA total,IDA,GDP per capita (current US$),124.7276834,1965
IDA blend,IDB,GDP per capita (current US$),127.1845955,1965
Indonesia,IDN,GDP per capita (current US$),0.0,1965
IDA only,IDX,GDP per capita (current US$),128.3937708,1965
Isle of Man,IMN,GDP per capita (current US$),0.0,1965
India,IND,GDP per capita (current US$),119.3189163,1965
Not classified,INX,GDP per capita (current US$),0.0,1965
Ireland,IRL,GDP per capita (current US$),1023.773726,1965
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),248.3411523,1965
Iraq,IRQ,GDP per capita (current US$),0.0,1965
Iceland,ISL,GDP per capita (current US$),2723.52095,1965
Israel,ISR,GDP per capita (current US$),1429.314605,1965
Italy,ITA,GDP per capita (current US$),1304.453817,1965
Jamaica,JAM,GDP per capita (current US$),553.4506858,1965
Jordan,JOR,GDP per capita (current US$),511.1029708,1965
Japan,JPN,GDP per capita (current US$),928.5188486,1965
Kazakhstan,KAZ,GDP per capita (current US$),0.0,1965
Kenya,KEN,GDP per capita (current US$),104.7116739,1965
Kyrgyz Republic,KGZ,GDP per capita (current US$),0.0,1965
Cambodia,KHM,GDP per capita (current US$),134.3042796,1965
Kiribati,KIR,GDP per capita (current US$),0.0,1965
St. Kitts and Nevis,KNA,GDP per capita (current US$),276.2489041,1965
"Korea, Rep.",KOR,GDP per capita (current US$),108.7221312,1965
Kuwait,KWT,GDP per capita (current US$),4443.452338,1965
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),431.5616019,1965
Lao PDR,LAO,GDP per capita (current US$),0.0,1965
Lebanon,LBN,GDP per capita (current US$),0.0,1965
Liberia,LBR,GDP per capita (current US$),0.0,1965
Libya,LBY,GDP per capita (current US$),0.0,1965
St. Lucia,LCA,GDP per capita (current US$),0.0,1965
Latin America & Caribbean,LCN,GDP per capita (current US$),470.9368538,1965
Least developed countries: UN classification,LDC,GDP per capita (current US$),0.0,1965
Low income,LIC,GDP per capita (current US$),0.0,1965
Liechtenstein,LIE,GDP per capita (current US$),0.0,1965
Sri Lanka,LKA,GDP per capita (current US$),152.8526755,1965
Lower middle income,LMC,GDP per capita (current US$),117.0583635,1965
Low & middle income,LMY,GDP per capita (current US$),178.3153463,1965
Lesotho,LSO,GDP per capita (current US$),59.50177373,1965
Late-demographic dividend,LTE,GDP per capita (current US$),197.1400993,1965
Lithuania,LTU,GDP per capita (current US$),0.0,1965
Luxembourg,LUX,GDP per capita (current US$),2780.092719,1965
Latvia,LVA,GDP per capita (current US$),0.0,1965
"Macao SAR, China",MAC,GDP per capita (current US$),0.0,1965
St. Martin (French part),MAF,GDP per capita (current US$),0.0,1965
Morocco,MAR,GDP per capita (current US$),206.449018,1965
Monaco,MCO,GDP per capita (current US$),0.0,1965
Moldova,MDA,GDP per capita (current US$),0.0,1965
Madagascar,MDG,GDP per capita (current US$),144.4847301,1965
Maldives,MDV,GDP per capita (current US$),0.0,1965
Middle East & North Africa,MEA,GDP per capita (current US$),0.0,1965
Mexico,MEX,GDP per capita (current US$),494.9702613,1965
Marshall Islands,MHL,GDP per capita (current US$),0.0,1965
Middle income,MIC,GDP per capita (current US$),182.5189204,1965
North Macedonia,MKD,GDP per capita (current US$),0.0,1965
Mali,MLI,GDP per capita (current US$),0.0,1965
Malta,MLT,GDP per capita (current US$),0.0,1965
Myanmar,MMR,GDP per capita (current US$),0.0,1965
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),0.0,1965
Montenegro,MNE,GDP per capita (current US$),0.0,1965
Mongolia,MNG,GDP per capita (current US$),0.0,1965
Northern Mariana Islands,MNP,GDP per capita (current US$),0.0,1965
Mozambique,MOZ,GDP per capita (current US$),0.0,1965
Mauritania,MRT,GDP per capita (current US$),258.9904796,1965
Mauritius,MUS,GDP per capita (current US$),0.0,1965
Malawi,MWI,GDP per capita (current US$),55.49822441,1965
Malaysia,MYS,GDP per capita (current US$),310.3279258,1965
North America,NAC,GDP per capita (current US$),3729.969704,1965
Namibia,NAM,GDP per capita (current US$),0.0,1965
New Caledonia,NCL,GDP per capita (current US$),1763.475067,1965
Niger,NER,GDP per capita (current US$),172.039679,1965
Nigeria,NGA,GDP per capita (current US$),117.1886348,1965
Nicaragua,NIC,GDP per capita (current US$),273.906703,1965
Netherlands,NLD,GDP per capita (current US$),1708.096356,1965
Norway,NOR,GDP per capita (current US$),2164.468823,1965
Nepal,NPL,GDP per capita (current US$),67.00747097,1965
Nauru,NRU,GDP per capita (current US$),0.0,1965
New Zealand,NZL,GDP per capita (current US$),2151.294927,1965
OECD members,OED,GDP per capita (current US$),1810.720756,1965
Oman,OMN,GDP per capita (current US$),101.2591791,1965
Other small states,OSS,GDP per capita (current US$),0.0,1965
Pakistan,PAK,GDP per capita (current US$),116.4467247,1965
Panama,PAN,GDP per capita (current US$),648.4360821,1965
Peru,PER,GDP per capita (current US$),441.182112,1965
Philippines,PHL,GDP per capita (current US$),187.136834,1965
Palau,PLW,GDP per capita (current US$),0.0,1965
Papua New Guinea,PNG,GDP per capita (current US$),138.4706328,1965
Poland,POL,GDP per capita (current US$),0.0,1965
Pre-demographic dividend,PRE,GDP per capita (current US$),136.8714778,1965
Puerto Rico,PRI,GDP per capita (current US$),1110.832691,1965
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),0.0,1965
Portugal,PRT,GDP per capita (current US$),520.9106594,1965
Paraguay,PRY,GDP per capita (current US$),204.2008304,1965
West Bank and Gaza,PSE,GDP per capita (current US$),0.0,1965
Pacific island small states,PSS,GDP per capita (current US$),0.0,1965
Post-demographic dividend,PST,GDP per capita (current US$),1903.915869,1965
French Polynesia,PYF,GDP per capita (current US$),1889.242414,1965
Qatar,QAT,GDP per capita (current US$),0.0,1965
Romania,ROU,GDP per capita (current US$),0.0,1965
Russian Federation,RUS,GDP per capita (current US$),0.0,1965
Rwanda,RWA,GDP per capita (current US$),45.98928276,1965
South Asia,SAS,GDP per capita (current US$),116.4844985,1965
Saudi Arabia,SAU,GDP per capita (current US$),0.0,1965
Sudan,SDN,GDP per capita (current US$),141.0819293,1965
Senegal,SEN,GDP per capita (current US$),328.5631692,1965
Singapore,SGP,GDP per capita (current US$),516.5353033,1965
Solomon Islands,SLB,GDP per capita (current US$),0.0,1965
Sierra Leone,SLE,GDP per capita (current US$),143.2804924,1965
El Salvador,SLV,GDP per capita (current US$),274.1752595,1965
San Marino,SMR,GDP per capita (current US$),0.0,1965
Somalia,SOM,GDP per capita (current US$),79.42881316,1965
Serbia,SRB,GDP per capita (current US$),0.0,1965
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),160.2494166,1965
South Sudan,SSD,GDP per capita (current US$),0.0,1965
Sub-Saharan Africa,SSF,GDP per capita (current US$),160.2766708,1965
Small states,SST,GDP per capita (current US$),0.0,1965
Sao Tome and Principe,STP,GDP per capita (current US$),0.0,1965
Suriname,SUR,GDP per capita (current US$),468.6279219,1965
Slovak Republic,SVK,GDP per capita (current US$),0.0,1965
Slovenia,SVN,GDP per capita (current US$),0.0,1965
Sweden,SWE,GDP per capita (current US$),3206.09917,1965
Eswatini,SWZ,GDP per capita (current US$),187.9483705,1965
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),0.0,1965
Seychelles,SYC,GDP per capita (current US$),328.484901,1965
Syrian Arab Republic,SYR,GDP per capita (current US$),273.9622218,1965
Turks and Caicos Islands,TCA,GDP per capita (current US$),0.0,1965
Chad,TCD,GDP per capita (current US$),125.9754788,1965
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),97.90417413,1965
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),0.0,1965
Togo,TGO,GDP per capita (current US$),109.6201206,1965
Thailand,THA,GDP per capita (current US$),137.9186467,1965
Tajikistan,TJK,GDP per capita (current US$),0.0,1965
Turkmenistan,TKM,GDP per capita (current US$),0.0,1965
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),460.8816167,1965
Timor-Leste,TLS,GDP per capita (current US$),0.0,1965
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita (current US$),0.0,1965
Tonga,TON,GDP per capita (current US$),0.0,1965
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),116.4844985,1965
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),160.2766708,1965
Trinidad and Tobago,TTO,GDP per capita (current US$),807.8698381,1965
Tunisia,TUN,GDP per capita (current US$),217.9112744,1965
Turkey,TUR,GDP per capita (current US$),386.3580606,1965
Tuvalu,TUV,GDP per capita (current US$),0.0,1965
Tanzania,TZA,GDP per capita (current US$),0.0,1965
Uganda,UGA,GDP per capita (current US$),110.802289,1965
Ukraine,UKR,GDP per capita (current US$),0.0,1965
Upper middle income,UMC,GDP per capita (current US$),241.1133532,1965
Uruguay,URY,GDP per capita (current US$),701.7047182,1965
United States,USA,GDP per capita (current US$),3827.52711,1965
Uzbekistan,UZB,GDP per capita (current US$),0.0,1965
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),175.6584477,1965
"Venezuela, RB",VEN,GDP per capita (current US$),869.5350225,1965
British Virgin Islands,VGB,GDP per capita (current US$),0.0,1965
Virgin Islands (U.S.),VIR,GDP per capita (current US$),0.0,1965
Vietnam,VNM,GDP per capita (current US$),0.0,1965
Vanuatu,VUT,GDP per capita (current US$),0.0,1965
World,WLD,GDP per capita (current US$),597.9350857,1965
Samoa,WSM,GDP per capita (current US$),0.0,1965
Kosovo,XKX,GDP per capita (current US$),0.0,1965
"Yemen, Rep.",YEM,GDP per capita (current US$),0.0,1965
South Africa,ZAF,GDP per capita (current US$),584.7041627,1965
Zambia,ZMB,GDP per capita (current US$),303.2817405,1965
Zimbabwe,ZWE,GDP per capita (current US$),293.308788,1965
Aruba,ABW,GDP per capita (current US$),0.0,1966
Africa Eastern and Southern,AFE,GDP per capita (current US$),190.6362199,1966
Afghanistan,AFG,GDP per capita (current US$),137.594298,1966
Africa Western and Central,AFW,GDP per capita (current US$),144.3683946,1966
Angola,AGO,GDP per capita (current US$),0.0,1966
Albania,ALB,GDP per capita (current US$),0.0,1966
Andorra,AND,GDP per capita (current US$),0.0,1966
Arab World,ARB,GDP per capita (current US$),0.0,1966
United Arab Emirates,ARE,GDP per capita (current US$),0.0,1966
Argentina,ARG,GDP per capita (current US$),1272.803204,1966
Armenia,ARM,GDP per capita (current US$),0.0,1966
American Samoa,ASM,GDP per capita (current US$),0.0,1966
Antigua and Barbuda,ATG,GDP per capita (current US$),0.0,1966
Australia,AUS,GDP per capita (current US$),2340.438685,1966
Austria,AUT,GDP per capita (current US$),1486.968606,1966
Azerbaijan,AZE,GDP per capita (current US$),0.0,1966
Burundi,BDI,GDP per capita (current US$),52.1825517,1966
Belgium,BEL,GDP per capita (current US$),1957.62608,1966
Benin,BEN,GDP per capita (current US$),112.9408364,1966
Burkina Faso,BFA,GDP per capita (current US$),82.54568401,1966
Bangladesh,BGD,GDP per capita (current US$),112.6653648,1966
Bulgaria,BGR,GDP per capita (current US$),0.0,1966
Bahrain,BHR,GDP per capita (current US$),0.0,1966
"Bahamas, The",BHS,GDP per capita (current US$),2322.705816,1966
Bosnia and Herzegovina,BIH,GDP per capita (current US$),0.0,1966
Belarus,BLR,GDP per capita (current US$),0.0,1966
Belize,BLZ,GDP per capita (current US$),406.0942533,1966
Bermuda,BMU,GDP per capita (current US$),2630.850466,1966
Bolivia,BOL,GDP per capita (current US$),162.3260545,1966
Brazil,BRA,GDP per capita (current US$),315.797214,1966
Barbados,BRB,GDP per capita (current US$),0.0,1966
Brunei Darussalam,BRN,GDP per capita (current US$),1237.563579,1966
Bhutan,BTN,GDP per capita (current US$),0.0,1966
Botswana,BWA,GDP per capita (current US$),89.97955291,1966
Central African Republic,CAF,GDP per capita (current US$),94.39823569,1966
Canada,CAN,GDP per capita (current US$),3047.106147,1966
Central Europe and the Baltics,CEB,GDP per capita (current US$),0.0,1966
Switzerland,CHE,GDP per capita (current US$),2784.733548,1966
Channel Islands,CHI,GDP per capita (current US$),0.0,1966
Chile,CHL,GDP per capita (current US$),772.7257162,1966
China,CHN,GDP per capita (current US$),104.3245662,1966
Cote d'Ivoire,CIV,GDP per capita (current US$),233.6149055,1966
Cameroon,CMR,GDP per capita (current US$),144.0153653,1966
"Congo, Dem. Rep.",COD,GDP per capita (current US$),253.7592087,1966
"Congo, Rep.",COG,GDP per capita (current US$),185.8922552,1966
Colombia,COL,GDP per capita (current US$),281.5660485,1966
Comoros,COM,GDP per capita (current US$),0.0,1966
Cabo Verde,CPV,GDP per capita (current US$),0.0,1966
Costa Rica,CRI,GDP per capita (current US$),393.4806843,1966
Caribbean small states,CSS,GDP per capita (current US$),621.4347271,1966
Cuba,CUB,GDP per capita (current US$),0.0,1966
Curacao,CUW,GDP per capita (current US$),0.0,1966
Cayman Islands,CYM,GDP per capita (current US$),0.0,1966
Cyprus,CYP,GDP per capita (current US$),0.0,1966
Czech Republic,CZE,GDP per capita (current US$),0.0,1966
Germany,DEU,GDP per capita (current US$),0.0,1966
Djibouti,DJI,GDP per capita (current US$),0.0,1966
Dominica,DMA,GDP per capita (current US$),0.0,1966
Denmark,DNK,GDP per capita (current US$),2487.136181,1966
Dominican Republic,DOM,GDP per capita (current US$),245.9875454,1966
Algeria,DZA,GDP per capita (current US$),235.5981301,1966
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),103.1197714,1966
Early-demographic dividend,EAR,GDP per capita (current US$),186.1190497,1966
East Asia & Pacific,EAS,GDP per capita (current US$),215.5566083,1966
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),0.0,1966
Europe & Central Asia,ECS,GDP per capita (current US$),1032.791817,1966
Ecuador,ECU,GDP per capita (current US$),449.920207,1966
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),168.9632404,1966
Euro area,EMU,GDP per capita (current US$),1588.972874,1966
Eritrea,ERI,GDP per capita (current US$),0.0,1966
Spain,ESP,GDP per capita (current US$),889.659872,1966
Estonia,EST,GDP per capita (current US$),0.0,1966
Ethiopia,ETH,GDP per capita (current US$),0.0,1966
European Union,EUU,GDP per capita (current US$),1339.253442,1966
Fragile and conflict affected situations,FCS,GDP per capita (current US$),166.4134933,1966
Finland,FIN,GDP per capita (current US$),2010.213456,1966
Fiji,FJI,GDP per capita (current US$),316.1298103,1966
France,FRA,GDP per capita (current US$),2186.474592,1966
Faroe Islands,FRO,GDP per capita (current US$),0.0,1966
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),0.0,1966
Gabon,GAB,GDP per capita (current US$),452.6628266,1966
United Kingdom,GBR,GDP per capita (current US$),1986.747159,1966
Georgia,GEO,GDP per capita (current US$),0.0,1966
Ghana,GHA,GDP per capita (current US$),267.748225,1966
Gibraltar,GIB,GDP per capita (current US$),0.0,1966
Guinea,GIN,GDP per capita (current US$),0.0,1966
"Gambia, The",GMB,GDP per capita (current US$),106.4132245,1966
Guinea-Bissau,GNB,GDP per capita (current US$),0.0,1966
Equatorial Guinea,GNQ,GDP per capita (current US$),243.7690913,1966
Greece,GRC,GDP per capita (current US$),997.4304675,1966
Grenada,GRD,GDP per capita (current US$),0.0,1966
Greenland,GRL,GDP per capita (current US$),0.0,1966
Guatemala,GTM,GDP per capita (current US$),283.1927246,1966
Guam,GUM,GDP per capita (current US$),0.0,1966
Guyana,GUY,GDP per capita (current US$),344.1680772,1966
High income,HIC,GDP per capita (current US$),2087.167428,1966
"Hong Kong SAR, China",HKG,GDP per capita (current US$),685.9266141,1966
Honduras,HND,GDP per capita (current US$),227.7409563,1966
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),141.9340543,1966
Croatia,HRV,GDP per capita (current US$),0.0,1966
Haiti,HTI,GDP per capita (current US$),84.9852522,1966
Hungary,HUN,GDP per capita (current US$),0.0,1966
IBRD only,IBD,GDP per capita (current US$),198.0486553,1966
IDA & IBRD total,IBT,GDP per capita (current US$),186.9998783,1966
IDA total,IDA,GDP per capita (current US$),131.8488322,1966
IDA blend,IDB,GDP per capita (current US$),134.8410453,1966
Indonesia,IDN,GDP per capita (current US$),0.0,1966
IDA only,IDX,GDP per capita (current US$),135.5040024,1966
Isle of Man,IMN,GDP per capita (current US$),0.0,1966
India,IND,GDP per capita (current US$),89.99730437,1966
Not classified,INX,GDP per capita (current US$),0.0,1966
Ireland,IRL,GDP per capita (current US$),1074.506506,1966
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),264.9796277,1966
Iraq,IRQ,GDP per capita (current US$),0.0,1966
Iceland,ISL,GDP per capita (current US$),3215.694178,1966
Israel,ISR,GDP per capita (current US$),1513.883606,1966
Italy,ITA,GDP per capita (current US$),1402.442354,1966
Jamaica,JAM,GDP per capita (current US$),615.9643437,1966
Jordan,JOR,GDP per capita (current US$),519.3735193,1966
Japan,JPN,GDP per capita (current US$),1068.55844,1966
Kazakhstan,KAZ,GDP per capita (current US$),0.0,1966
Kenya,KEN,GDP per capita (current US$),118.2079104,1966
Kyrgyz Republic,KGZ,GDP per capita (current US$),0.0,1966
Cambodia,KHM,GDP per capita (current US$),138.8429755,1966
Kiribati,KIR,GDP per capita (current US$),0.0,1966
St. Kitts and Nevis,KNA,GDP per capita (current US$),299.2508569,1966
"Korea, Rep.",KOR,GDP per capita (current US$),133.4748485,1966
Kuwait,KWT,GDP per capita (current US$),4571.155742,1966
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),462.3612094,1966
Lao PDR,LAO,GDP per capita (current US$),0.0,1966
Lebanon,LBN,GDP per capita (current US$),0.0,1966
Liberia,LBR,GDP per capita (current US$),0.0,1966
Libya,LBY,GDP per capita (current US$),0.0,1966
St. Lucia,LCA,GDP per capita (current US$),0.0,1966
Latin America & Caribbean,LCN,GDP per capita (current US$),503.1727347,1966
Least developed countries: UN classification,LDC,GDP per capita (current US$),0.0,1966
Low income,LIC,GDP per capita (current US$),0.0,1966
Liechtenstein,LIE,GDP per capita (current US$),0.0,1966
Sri Lanka,LKA,GDP per capita (current US$),153.8987913,1966
Lower middle income,LMC,GDP per capita (current US$),105.1026016,1966
Low & middle income,LMY,GDP per capita (current US$),180.1962374,1966
Lesotho,LSO,GDP per capita (current US$),60.20278873,1966
Late-demographic dividend,LTE,GDP per capita (current US$),213.6914204,1966
Lithuania,LTU,GDP per capita (current US$),0.0,1966
Luxembourg,LUX,GDP per capita (current US$),2900.433218,1966
Latvia,LVA,GDP per capita (current US$),0.0,1966
"Macao SAR, China",MAC,GDP per capita (current US$),0.0,1966
St. Martin (French part),MAF,GDP per capita (current US$),0.0,1966
Morocco,MAR,GDP per capita (current US$),196.3144515,1966
Monaco,MCO,GDP per capita (current US$),0.0,1966
Moldova,MDA,GDP per capita (current US$),0.0,1966
Madagascar,MDG,GDP per capita (current US$),152.1078972,1966
Maldives,MDV,GDP per capita (current US$),0.0,1966
Middle East & North Africa,MEA,GDP per capita (current US$),0.0,1966
Mexico,MEX,GDP per capita (current US$),534.2736315,1966
Marshall Islands,MHL,GDP per capita (current US$),0.0,1966
Middle income,MIC,GDP per capita (current US$),184.114652,1966
North Macedonia,MKD,GDP per capita (current US$),0.0,1966
Mali,MLI,GDP per capita (current US$),0.0,1966
Malta,MLT,GDP per capita (current US$),0.0,1966
Myanmar,MMR,GDP per capita (current US$),0.0,1966
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),0.0,1966
Montenegro,MNE,GDP per capita (current US$),0.0,1966
Mongolia,MNG,GDP per capita (current US$),0.0,1966
Northern Mariana Islands,MNP,GDP per capita (current US$),0.0,1966
Mozambique,MOZ,GDP per capita (current US$),0.0,1966
Mauritania,MRT,GDP per capita (current US$),262.3122678,1966
Mauritius,MUS,GDP per capita (current US$),0.0,1966
Malawi,MWI,GDP per capita (current US$),61.4076384,1966
Malaysia,MYS,GDP per capita (current US$),321.0941605,1966
North America,NAC,GDP per capita (current US$),4044.247215,1966
Namibia,NAM,GDP per capita (current US$),0.0,1966
New Caledonia,NCL,GDP per capita (current US$),1756.219653,1966
Niger,NER,GDP per capita (current US$),174.354913,1966
Nigeria,NGA,GDP per capita (current US$),124.3077925,1966
Nicaragua,NIC,GDP per capita (current US$),284.55869,1966
Netherlands,NLD,GDP per capita (current US$),1835.801424,1966
Norway,NOR,GDP per capita (current US$),2317.194884,1966
Nepal,NPL,GDP per capita (current US$),81.16442237,1966
Nauru,NRU,GDP per capita (current US$),0.0,1966
New Zealand,NZL,GDP per capita (current US$),2191.312542,1966
OECD members,OED,GDP per capita (current US$),1963.159947,1966
Oman,OMN,GDP per capita (current US$),105.5566874,1966
Other small states,OSS,GDP per capita (current US$),0.0,1966
Pakistan,PAK,GDP per capita (current US$),125.546992,1966
Panama,PAN,GDP per capita (current US$),686.0694008,1966
Peru,PER,GDP per capita (current US$),507.5309532,1966
Philippines,PHL,GDP per capita (current US$),199.9568263,1966
Palau,PLW,GDP per capita (current US$),0.0,1966
Papua New Guinea,PNG,GDP per capita (current US$),153.9456827,1966
Poland,POL,GDP per capita (current US$),0.0,1966
Pre-demographic dividend,PRE,GDP per capita (current US$),146.6937187,1966
Puerto Rico,PRI,GDP per capita (current US$),1207.811824,1966
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),0.0,1966
Portugal,PRT,GDP per capita (current US$),575.0076807,1966
Paraguay,PRY,GDP per capita (current US$),208.8501353,1966
West Bank and Gaza,PSE,GDP per capita (current US$),0.0,1966
Pacific island small states,PSS,GDP per capita (current US$),0.0,1966
Post-demographic dividend,PST,GDP per capita (current US$),2067.015625,1966
French Polynesia,PYF,GDP per capita (current US$),2229.752737,1966
Qatar,QAT,GDP per capita (current US$),0.0,1966
Romania,ROU,GDP per capita (current US$),0.0,1966
Russian Federation,RUS,GDP per capita (current US$),0.0,1966
Rwanda,RWA,GDP per capita (current US$),37.48883932,1966
South Asia,SAS,GDP per capita (current US$),95.79954822,1966
Saudi Arabia,SAU,GDP per capita (current US$),0.0,1966
Sudan,SDN,GDP per capita (current US$),140.6857807,1966
Senegal,SEN,GDP per capita (current US$),329.0533134,1966
Singapore,SGP,GDP per capita (current US$),566.8076776,1966
Solomon Islands,SLB,GDP per capita (current US$),0.0,1966
Sierra Leone,SLE,GDP per capita (current US$),147.155821,1966
El Salvador,SLV,GDP per capita (current US$),282.1897331,1966
San Marino,SMR,GDP per capita (current US$),0.0,1966
Somalia,SOM,GDP per capita (current US$),81.87111424,1966
Serbia,SRB,GDP per capita (current US$),0.0,1966
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),168.6952561,1966
South Sudan,SSD,GDP per capita (current US$),0.0,1966
Sub-Saharan Africa,SSF,GDP per capita (current US$),168.7222909,1966
Small states,SST,GDP per capita (current US$),0.0,1966
Sao Tome and Principe,STP,GDP per capita (current US$),0.0,1966
Suriname,SUR,GDP per capita (current US$),562.9075424,1966
Slovak Republic,SVK,GDP per capita (current US$),0.0,1966
Slovenia,SVN,GDP per capita (current US$),0.0,1966
Sweden,SWE,GDP per capita (current US$),3454.429789,1966
Eswatini,SWZ,GDP per capita (current US$),200.2461123,1966
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),0.0,1966
Seychelles,SYC,GDP per capita (current US$),337.6462466,1966
Syrian Arab Republic,SYR,GDP per capita (current US$),241.7122013,1966
Turks and Caicos Islands,TCA,GDP per capita (current US$),0.0,1966
Chad,TCD,GDP per capita (current US$),128.342694,1966
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),104.2447489,1966
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),0.0,1966
Togo,TGO,GDP per capita (current US$),121.8341754,1966
Thailand,THA,GDP per capita (current US$),161.0055216,1966
