Country Name,Country Code,Indicator Name,PopulationDepedency,Year
Namibia,NAM,Age dependency ratio (% of working-age population),92.02200482,1974
New Caledonia,NCL,Age dependency ratio (% of working-age population),73.51223195,1974
Niger,NER,Age dependency ratio (% of working-age population),101.6853269,1974
Nigeria,NGA,Age dependency ratio (% of working-age population),85.72850594,1974
Nicaragua,NIC,Age dependency ratio (% of working-age population),99.90472742,1974
Netherlands,NLD,Age dependency ratio (% of working-age population),57.44442218,1974
Norway,NOR,Age dependency ratio (% of working-age population),60.0110013,1974
Nepal,NPL,Age dependency ratio (% of working-age population),78.75497468,1974
Nauru,NRU,Age dependency ratio (% of working-age population),0.0,1974
New Zealand,NZL,Age dependency ratio (% of working-age population),64.19049719,1974
OECD members,OED,Age dependency ratio (% of working-age population),61.34566446,1974
Oman,OMN,Age dependency ratio (% of working-age population),95.78412291,1974
Other small states,OSS,Age dependency ratio (% of working-age population),80.19760209,1974
Pakistan,PAK,Age dependency ratio (% of working-age population),87.85748161,1974
Panama,PAN,Age dependency ratio (% of working-age population),89.20445434,1974
Peru,PER,Age dependency ratio (% of working-age population),90.82959266,1974
Philippines,PHL,Age dependency ratio (% of working-age population),91.89262531,1974
Palau,PLW,Age dependency ratio (% of working-age population),0.0,1974
Papua New Guinea,PNG,Age dependency ratio (% of working-age population),86.05542938,1974
Poland,POL,Age dependency ratio (% of working-age population),50.87448467,1974
Pre-demographic dividend,PRE,Age dependency ratio (% of working-age population),92.05268694,1974
Puerto Rico,PRI,Age dependency ratio (% of working-age population),68.34743054,1974
"Korea, Dem. People's Rep.",PRK,Age dependency ratio (% of working-age population),76.98984466,1974
Portugal,PRT,Age dependency ratio (% of working-age population),61.53806836,1974
Paraguay,PRY,Age dependency ratio (% of working-age population),92.48644412,1974
West Bank and Gaza,PSE,Age dependency ratio (% of working-age population),0.0,1974
Pacific island small states,PSS,Age dependency ratio (% of working-age population),89.05993716,1974
Post-demographic dividend,PST,Age dependency ratio (% of working-age population),56.67912009,1974
French Polynesia,PYF,Age dependency ratio (% of working-age population),85.15887141,1974
Qatar,QAT,Age dependency ratio (% of working-age population),55.77367674,1974
Romania,ROU,Age dependency ratio (% of working-age population),52.58774215,1974
Russian Federation,RUS,Age dependency ratio (% of working-age population),47.79611199,1974
Rwanda,RWA,Age dependency ratio (% of working-age population),99.65881934,1974
South Asia,SAS,Age dependency ratio (% of working-age population),80.07834233,1974
Saudi Arabia,SAU,Age dependency ratio (% of working-age population),90.6392744,1974
Sudan,SDN,Age dependency ratio (% of working-age population),99.17493099,1974
Senegal,SEN,Age dependency ratio (% of working-age population),89.61532168,1974
Singapore,SGP,Age dependency ratio (% of working-age population),61.32194573,1974
Solomon Islands,SLB,Age dependency ratio (% of working-age population),99.80158943,1974
Sierra Leone,SLE,Age dependency ratio (% of working-age population),83.05519036,1974
El Salvador,SLV,Age dependency ratio (% of working-age population),93.32964157,1974
San Marino,SMR,Age dependency ratio (% of working-age population),0.0,1974
Somalia,SOM,Age dependency ratio (% of working-age population),86.96008827,1974
Serbia,SRB,Age dependency ratio (% of working-age population),50.96049888,1974
Sub-Saharan Africa (excluding high income),SSA,Age dependency ratio (% of working-age population),91.53005708,1974
South Sudan,SSD,Age dependency ratio (% of working-age population),87.40895485,1974
Sub-Saharan Africa,SSF,Age dependency ratio (% of working-age population),91.53006339,1974
Small states,SST,Age dependency ratio (% of working-age population),84.74220049,1974
Sao Tome and Principe,STP,Age dependency ratio (% of working-age population),106.0692247,1974
Suriname,SUR,Age dependency ratio (% of working-age population),106.1673783,1974
Slovak Republic,SVK,Age dependency ratio (% of working-age population),56.21297971,1974
Slovenia,SVN,Age dependency ratio (% of working-age population),52.87984073,1974
Sweden,SWE,Age dependency ratio (% of working-age population),55.39955421,1974
Eswatini,SWZ,Age dependency ratio (% of working-age population),105.8233835,1974
Sint Maarten (Dutch part),SXM,Age dependency ratio (% of working-age population),0.0,1974
Seychelles,SYC,Age dependency ratio (% of working-age population),91.56526914,1974
Syrian Arab Republic,SYR,Age dependency ratio (% of working-age population),105.9292173,1974
Turks and Caicos Islands,TCA,Age dependency ratio (% of working-age population),0.0,1974
Chad,TCD,Age dependency ratio (% of working-age population),89.25958241,1974
East Asia & Pacific (IDA & IBRD countries),TEA,Age dependency ratio (% of working-age population),81.38174184,1974
Europe & Central Asia (IDA & IBRD countries),TEC,Age dependency ratio (% of working-age population),57.69898141,1974
Togo,TGO,Age dependency ratio (% of working-age population),94.17112555,1974
Thailand,THA,Age dependency ratio (% of working-age population),86.81210594,1974
Tajikistan,TJK,Age dependency ratio (% of working-age population),98.54247583,1974
Turkmenistan,TKM,Age dependency ratio (% of working-age population),92.57958062,1974
Latin America & the Caribbean (IDA & IBRD countries),TLA,Age dependency ratio (% of working-age population),84.72787401,1974
Timor-Leste,TLS,Age dependency ratio (% of working-age population),77.29985068,1974
Middle East & North Africa (IDA & IBRD countries),TMN,Age dependency ratio (% of working-age population),92.99411747,1974
Tonga,TON,Age dependency ratio (% of working-age population),97.07927364,1974
South Asia (IDA & IBRD),TSA,Age dependency ratio (% of working-age population),80.07834233,1974
Sub-Saharan Africa (IDA & IBRD countries),TSS,Age dependency ratio (% of working-age population),91.53006339,1974
Trinidad and Tobago,TTO,Age dependency ratio (% of working-age population),75.96278304,1974
Tunisia,TUN,Age dependency ratio (% of working-age population),91.11688238,1974
Turkey,TUR,Age dependency ratio (% of working-age population),82.33470365,1974
Tuvalu,TUV,Age dependency ratio (% of working-age population),0.0,1974
Tanzania,TZA,Age dependency ratio (% of working-age population),95.44083282,1974
Uganda,UGA,Age dependency ratio (% of working-age population),98.35703598,1974
Ukraine,UKR,Age dependency ratio (% of working-age population),49.85467512,1974
Upper middle income,UMC,Age dependency ratio (% of working-age population),76.9933437,1974
Uruguay,URY,Age dependency ratio (% of working-age population),59.45222325,1974
United States,USA,Age dependency ratio (% of working-age population),56.83556011,1974
Uzbekistan,UZB,Age dependency ratio (% of working-age population),97.70111203,1974
St. Vincent and the Grenadines,VCT,Age dependency ratio (% of working-age population),114.290891,1974
"Venezuela, RB",VEN,Age dependency ratio (% of working-age population),87.50959533,1974
British Virgin Islands,VGB,Age dependency ratio (% of working-age population),0.0,1974
Virgin Islands (U.S.),VIR,Age dependency ratio (% of working-age population),81.20114433,1974
Vietnam,VNM,Age dependency ratio (% of working-age population),92.16452676,1974
Vanuatu,VUT,Age dependency ratio (% of working-age population),92.37252758,1974
World,WLD,Age dependency ratio (% of working-age population),75.46339745,1974
Samoa,WSM,Age dependency ratio (% of working-age population),111.5992054,1974
Kosovo,XKX,Age dependency ratio (% of working-age population),0.0,1974
"Yemen, Rep.",YEM,Age dependency ratio (% of working-age population),103.7379286,1974
South Africa,ZAF,Age dependency ratio (% of working-age population),82.25621281,1974
Zambia,ZMB,Age dependency ratio (% of working-age population),104.053994,1974
Zimbabwe,ZWE,Age dependency ratio (% of working-age population),108.3492718,1974
Aruba,ABW,Age dependency ratio (% of working-age population),59.8318752,1975
Africa Eastern and Southern,AFE,Age dependency ratio (% of working-age population),93.80193912,1975
Afghanistan,AFG,Age dependency ratio (% of working-age population),91.94576396,1975
Africa Western and Central,AFW,Age dependency ratio (% of working-age population),88.43624092,1975
Angola,AGO,Age dependency ratio (% of working-age population),95.48807352,1975
Albania,ALB,Age dependency ratio (% of working-age population),78.54562328,1975
Andorra,AND,Age dependency ratio (% of working-age population),0.0,1975
Arab World,ARB,Age dependency ratio (% of working-age population),93.93769956,1975
United Arab Emirates,ARE,Age dependency ratio (% of working-age population),42.12781511,1975
Argentina,ARG,Age dependency ratio (% of working-age population),58.68444141,1975
Armenia,ARM,Age dependency ratio (% of working-age population),66.85542863,1975
American Samoa,ASM,Age dependency ratio (% of working-age population),0.0,1975
Antigua and Barbuda,ATG,Age dependency ratio (% of working-age population),85.17063082,1975
Australia,AUS,Age dependency ratio (% of working-age population),57.03322406,1975
Austria,AUT,Age dependency ratio (% of working-age population),61.37342702,1975
Azerbaijan,AZE,Age dependency ratio (% of working-age population),82.7917732,1975
Burundi,BDI,Age dependency ratio (% of working-age population),94.89388705,1975
Belgium,BEL,Age dependency ratio (% of working-age population),56.91847291,1975
Benin,BEN,Age dependency ratio (% of working-age population),93.11396157,1975
Burkina Faso,BFA,Age dependency ratio (% of working-age population),89.43839066,1975
Bangladesh,BGD,Age dependency ratio (% of working-age population),92.33059283,1975
Bulgaria,BGR,Age dependency ratio (% of working-age population),49.54843474,1975
Bahrain,BHR,Age dependency ratio (% of working-age population),72.18679949,1975
"Bahamas, The",BHS,Age dependency ratio (% of working-age population),78.70184667,1975
Bosnia and Herzegovina,BIH,Age dependency ratio (% of working-age population),60.50534668,1975
Belarus,BLR,Age dependency ratio (% of working-age population),54.38930763,1975
Belize,BLZ,Age dependency ratio (% of working-age population),109.2253587,1975
Bermuda,BMU,Age dependency ratio (% of working-age population),0.0,1975
Bolivia,BOL,Age dependency ratio (% of working-age population),81.75387235,1975
Brazil,BRA,Age dependency ratio (% of working-age population),78.19675625,1975
Barbados,BRB,Age dependency ratio (% of working-age population),70.82136265,1975
Brunei Darussalam,BRN,Age dependency ratio (% of working-age population),78.54696889,1975
Bhutan,BTN,Age dependency ratio (% of working-age population),84.49118571,1975
Botswana,BWA,Age dependency ratio (% of working-age population),106.2591639,1975
Central African Republic,CAF,Age dependency ratio (% of working-age population),86.79667492,1975
Canada,CAN,Age dependency ratio (% of working-age population),53.0894964,1975
Central Europe and the Baltics,CEB,Age dependency ratio (% of working-age population),51.61768824,1975
Switzerland,CHE,Age dependency ratio (% of working-age population),53.98363097,1975
Channel Islands,CHI,Age dependency ratio (% of working-age population),52.83436295,1975
Chile,CHL,Age dependency ratio (% of working-age population),68.19071812,1975
China,CHN,Age dependency ratio (% of working-age population),78.3350046,1975
Cote d'Ivoire,CIV,Age dependency ratio (% of working-age population),90.2114113,1975
Cameroon,CMR,Age dependency ratio (% of working-age population),89.59649665,1975
"Congo, Dem. Rep.",COD,Age dependency ratio (% of working-age population),89.35559156,1975
"Congo, Rep.",COG,Age dependency ratio (% of working-age population),94.88938802,1975
Colombia,COL,Age dependency ratio (% of working-age population),87.50406711,1975
Comoros,COM,Age dependency ratio (% of working-age population),91.39384201,1975
Cabo Verde,CPV,Age dependency ratio (% of working-age population),113.7627451,1975
Costa Rica,CRI,Age dependency ratio (% of working-age population),78.52380575,1975
Caribbean small states,CSS,Age dependency ratio (% of working-age population),92.65613556,1975
Cuba,CUB,Age dependency ratio (% of working-age population),78.67160478,1975
Curacao,CUW,Age dependency ratio (% of working-age population),72.49404307,1975
Cayman Islands,CYM,Age dependency ratio (% of working-age population),0.0,1975
Cyprus,CYP,Age dependency ratio (% of working-age population),59.83336572,1975
Czech Republic,CZE,Age dependency ratio (% of working-age population),53.95487187,1975
Germany,DEU,Age dependency ratio (% of working-age population),57.5111421,1975
Djibouti,DJI,Age dependency ratio (% of working-age population),97.56151297,1975
Dominica,DMA,Age dependency ratio (% of working-age population),0.0,1975
Denmark,DNK,Age dependency ratio (% of working-age population),56.25627474,1975
Dominican Republic,DOM,Age dependency ratio (% of working-age population),92.94639532,1975
Algeria,DZA,Age dependency ratio (% of working-age population),101.573302,1975
East Asia & Pacific (excluding high income),EAP,Age dependency ratio (% of working-age population),80.44235138,1975
Early-demographic dividend,EAR,Age dependency ratio (% of working-age population),83.40990626,1975
East Asia & Pacific,EAS,Age dependency ratio (% of working-age population),77.14223513,1975
Europe & Central Asia (excluding high income),ECA,Age dependency ratio (% of working-age population),58.00880014,1975
Europe & Central Asia,ECS,Age dependency ratio (% of working-age population),57.62944219,1975
Ecuador,ECU,Age dependency ratio (% of working-age population),90.73500951,1975
"Egypt, Arab Rep.",EGY,Age dependency ratio (% of working-age population),83.41283146,1975
Euro area,EMU,Age dependency ratio (% of working-age population),58.24811566,1975
Eritrea,ERI,Age dependency ratio (% of working-age population),87.87398509,1975
Spain,ESP,Age dependency ratio (% of working-age population),60.53213242,1975
Estonia,EST,Age dependency ratio (% of working-age population),51.49855587,1975
Ethiopia,ETH,Age dependency ratio (% of working-age population),91.04474434,1975
European Union,EUU,Age dependency ratio (% of working-age population),56.58498403,1975
Fragile and conflict affected situations,FCS,Age dependency ratio (% of working-age population),89.97059677,1975
Finland,FIN,Age dependency ratio (% of working-age population),48.4899781,1975
Fiji,FJI,Age dependency ratio (% of working-age population),74.33418289,1975
France,FRA,Age dependency ratio (% of working-age population),59.97334716,1975
Faroe Islands,FRO,Age dependency ratio (% of working-age population),0.0,1975
"Micronesia, Fed. Sts.",FSM,Age dependency ratio (% of working-age population),106.740469,1975
Gabon,GAB,Age dependency ratio (% of working-age population),77.16885732,1975
United Kingdom,GBR,Age dependency ratio (% of working-age population),60.11982915,1975
Georgia,GEO,Age dependency ratio (% of working-age population),57.38321565,1975
Ghana,GHA,Age dependency ratio (% of working-age population),97.4037686,1975
Gibraltar,GIB,Age dependency ratio (% of working-age population),0.0,1975
Guinea,GIN,Age dependency ratio (% of working-age population),81.40754139,1975
"Gambia, The",GMB,Age dependency ratio (% of working-age population),82.0896378,1975
Guinea-Bissau,GNB,Age dependency ratio (% of working-age population),80.60742816,1975
Equatorial Guinea,GNQ,Age dependency ratio (% of working-age population),76.75575578,1975
Greece,GRC,Age dependency ratio (% of working-age population),57.36431749,1975
Grenada,GRD,Age dependency ratio (% of working-age population),95.38234052,1975
Greenland,GRL,Age dependency ratio (% of working-age population),0.0,1975
Guatemala,GTM,Age dependency ratio (% of working-age population),94.17640322,1975
Guam,GUM,Age dependency ratio (% of working-age population),63.98369842,1975
Guyana,GUY,Age dependency ratio (% of working-age population),92.62328741,1975
High income,HIC,Age dependency ratio (% of working-age population),56.91213065,1975
"Hong Kong SAR, China",HKG,Age dependency ratio (% of working-age population),58.10455965,1975
Honduras,HND,Age dependency ratio (% of working-age population),103.1697217,1975
Heavily indebted poor countries (HIPC),HPC,Age dependency ratio (% of working-age population),92.27885046,1975
Croatia,HRV,Age dependency ratio (% of working-age population),48.84624812,1975
Haiti,HTI,Age dependency ratio (% of working-age population),81.00723841,1975
Hungary,HUN,Age dependency ratio (% of working-age population),48.89562794,1975
IBRD only,IBD,Age dependency ratio (% of working-age population),77.15624724,1975
IDA & IBRD total,IBT,Age dependency ratio (% of working-age population),79.60060455,1975
IDA total,IDA,Age dependency ratio (% of working-age population),91.27066296,1975
IDA blend,IDB,Age dependency ratio (% of working-age population),90.49045151,1975
Indonesia,IDN,Age dependency ratio (% of working-age population),85.15743607,1975
IDA only,IDX,Age dependency ratio (% of working-age population),91.64028765,1975
Isle of Man,IMN,Age dependency ratio (% of working-age population),0.0,1975
India,IND,Age dependency ratio (% of working-age population),77.16658254,1975
Not classified,INX,Age dependency ratio (% of working-age population),0.0,1975
Ireland,IRL,Age dependency ratio (% of working-age population),71.11806291,1975
"Iran, Islamic Rep.",IRN,Age dependency ratio (% of working-age population),87.04196473,1975
Iraq,IRQ,Age dependency ratio (% of working-age population),101.8896235,1975
Iceland,ISL,Age dependency ratio (% of working-age population),64.51072437,1975
Israel,ISR,Age dependency ratio (% of working-age population),67.38343597,1975
Italy,ITA,Age dependency ratio (% of working-age population),57.07502566,1975
Jamaica,JAM,Age dependency ratio (% of working-age population),101.0317157,1975
Jordan,JOR,Age dependency ratio (% of working-age population),101.5007842,1975
Japan,JPN,Age dependency ratio (% of working-age population),47.29504871,1975
Kazakhstan,KAZ,Age dependency ratio (% of working-age population),67.42130551,1975
Kenya,KEN,Age dependency ratio (% of working-age population),112.0899183,1975
Kyrgyz Republic,KGZ,Age dependency ratio (% of working-age population),84.30827019,1975
Cambodia,KHM,Age dependency ratio (% of working-age population),87.71068462,1975
Kiribati,KIR,Age dependency ratio (% of working-age population),81.59472817,1975
St. Kitts and Nevis,KNA,Age dependency ratio (% of working-age population),0.0,1975
"Korea, Rep.",KOR,Age dependency ratio (% of working-age population),72.15364221,1975
Kuwait,KWT,Age dependency ratio (% of working-age population),88.21740356,1975
Latin America & Caribbean (excluding high income),LAC,Age dependency ratio (% of working-age population),84.34117477,1975
Lao PDR,LAO,Age dependency ratio (% of working-age population),84.13923359,1975
Lebanon,LBN,Age dependency ratio (% of working-age population),80.93046485,1975
Liberia,LBR,Age dependency ratio (% of working-age population),90.3715951,1975
Libya,LBY,Age dependency ratio (% of working-age population),103.3355293,1975
St. Lucia,LCA,Age dependency ratio (% of working-age population),106.2243708,1975
Latin America & Caribbean,LCN,Age dependency ratio (% of working-age population),83.44377563,1975
Least developed countries: UN classification,LDC,Age dependency ratio (% of working-age population),91.07745515,1975
Low income,LIC,Age dependency ratio (% of working-age population),91.45519727,1975
Liechtenstein,LIE,Age dependency ratio (% of working-age population),0.0,1975
Sri Lanka,LKA,Age dependency ratio (% of working-age population),71.47997482,1975
Lower middle income,LMC,Age dependency ratio (% of working-age population),82.45272718,1975
Low & middle income,LMY,Age dependency ratio (% of working-age population),79.96562864,1975
Lesotho,LSO,Age dependency ratio (% of working-age population),100.4188652,1975
Late-demographic dividend,LTE,Age dependency ratio (% of working-age population),74.87855507,1975
Lithuania,LTU,Age dependency ratio (% of working-age population),57.3453771,1975
Luxembourg,LUX,Age dependency ratio (% of working-age population),50.93157516,1975
Latvia,LVA,Age dependency ratio (% of working-age population),51.0322347,1975
"Macao SAR, China",MAC,Age dependency ratio (% of working-age population),50.18491009,1975
St. Martin (French part),MAF,Age dependency ratio (% of working-age population),0.0,1975
Morocco,MAR,Age dependency ratio (% of working-age population),97.19992319,1975
Monaco,MCO,Age dependency ratio (% of working-age population),0.0,1975
Moldova,MDA,Age dependency ratio (% of working-age population),55.4554946,1975
Madagascar,MDG,Age dependency ratio (% of working-age population),98.02250885,1975
Maldives,MDV,Age dependency ratio (% of working-age population),92.93967895,1975
Middle East & North Africa,MEA,Age dependency ratio (% of working-age population),91.59631183,1975
Mexico,MEX,Age dependency ratio (% of working-age population),99.21855576,1975
Marshall Islands,MHL,Age dependency ratio (% of working-age population),0.0,1975
Middle income,MIC,Age dependency ratio (% of working-age population),79.19239858,1975
North Macedonia,MKD,Age dependency ratio (% of working-age population),59.11636535,1975
Mali,MLI,Age dependency ratio (% of working-age population),84.38978795,1975
Malta,MLT,Age dependency ratio (% of working-age population),54.69360982,1975
Myanmar,MMR,Age dependency ratio (% of working-age population),84.12978804,1975
Middle East & North Africa (excluding high income),MNA,Age dependency ratio (% of working-age population),92.57672248,1975
Montenegro,MNE,Age dependency ratio (% of working-age population),61.06402042,1975
Mongolia,MNG,Age dependency ratio (% of working-age population),100.7610387,1975
Northern Mariana Islands,MNP,Age dependency ratio (% of working-age population),0.0,1975
Mozambique,MOZ,Age dependency ratio (% of working-age population),88.95127856,1975
Mauritania,MRT,Age dependency ratio (% of working-age population),94.77446988,1975
Mauritius,MUS,Age dependency ratio (% of working-age population),73.713894,1975
Malawi,MWI,Age dependency ratio (% of working-age population),92.86539604,1975
Malaysia,MYS,Age dependency ratio (% of working-age population),83.60978289,1975
North America,NAC,Age dependency ratio (% of working-age population),55.36337988,1975
Namibia,NAM,Age dependency ratio (% of working-age population),92.51390657,1975
New Caledonia,NCL,Age dependency ratio (% of working-age population),72.96521115,1975
Niger,NER,Age dependency ratio (% of working-age population),101.0982767,1975
Nigeria,NGA,Age dependency ratio (% of working-age population),86.02079229,1975
Nicaragua,NIC,Age dependency ratio (% of working-age population),99.25469181,1975
Netherlands,NLD,Age dependency ratio (% of working-age population),56.43095041,1975
Norway,NOR,Age dependency ratio (% of working-age population),59.9280759,1975
Nepal,NPL,Age dependency ratio (% of working-age population),78.73901608,1975
Nauru,NRU,Age dependency ratio (% of working-age population),0.0,1975
New Zealand,NZL,Age dependency ratio (% of working-age population),63.0252874,1975
OECD members,OED,Age dependency ratio (% of working-age population),60.80109938,1975
Oman,OMN,Age dependency ratio (% of working-age population),95.61634235,1975
Other small states,OSS,Age dependency ratio (% of working-age population),79.96530194,1975
Pakistan,PAK,Age dependency ratio (% of working-age population),87.99703231,1975
Panama,PAN,Age dependency ratio (% of working-age population),88.14654615,1975
Peru,PER,Age dependency ratio (% of working-age population),89.97168174,1975
Philippines,PHL,Age dependency ratio (% of working-age population),90.83199639,1975
Palau,PLW,Age dependency ratio (% of working-age population),0.0,1975
Papua New Guinea,PNG,Age dependency ratio (% of working-age population),85.96903738,1975
Poland,POL,Age dependency ratio (% of working-age population),50.40105534,1975
Pre-demographic dividend,PRE,Age dependency ratio (% of working-age population),92.23474044,1975
Puerto Rico,PRI,Age dependency ratio (% of working-age population),66.88098109,1975
"Korea, Dem. People's Rep.",PRK,Age dependency ratio (% of working-age population),75.36396558,1975
Portugal,PRT,Age dependency ratio (% of working-age population),61.27380031,1975
Paraguay,PRY,Age dependency ratio (% of working-age population),91.373888,1975
West Bank and Gaza,PSE,Age dependency ratio (% of working-age population),0.0,1975
Pacific island small states,PSS,Age dependency ratio (% of working-age population),88.07441571,1975
Post-demographic dividend,PST,Age dependency ratio (% of working-age population),56.11201435,1975
French Polynesia,PYF,Age dependency ratio (% of working-age population),83.05829509,1975
Qatar,QAT,Age dependency ratio (% of working-age population),54.38982223,1975
Romania,ROU,Age dependency ratio (% of working-age population),53.28879804,1975
Russian Federation,RUS,Age dependency ratio (% of working-age population),47.19507769,1975
Rwanda,RWA,Age dependency ratio (% of working-age population),99.13120085,1975
South Asia,SAS,Age dependency ratio (% of working-age population),79.5671564,1975
Saudi Arabia,SAU,Age dependency ratio (% of working-age population),90.40766488,1975
Sudan,SDN,Age dependency ratio (% of working-age population),99.36536684,1975
Senegal,SEN,Age dependency ratio (% of working-age population),89.31267751,1975
Singapore,SGP,Age dependency ratio (% of working-age population),58.4683494,1975
Solomon Islands,SLB,Age dependency ratio (% of working-age population),102.5427545,1975
Sierra Leone,SLE,Age dependency ratio (% of working-age population),83.46818379,1975
El Salvador,SLV,Age dependency ratio (% of working-age population),92.59780343,1975
San Marino,SMR,Age dependency ratio (% of working-age population),0.0,1975
Somalia,SOM,Age dependency ratio (% of working-age population),87.83867779,1975
Serbia,SRB,Age dependency ratio (% of working-age population),51.15478414,1975
Sub-Saharan Africa (excluding high income),SSA,Age dependency ratio (% of working-age population),91.60536995,1975
South Sudan,SSD,Age dependency ratio (% of working-age population),87.43648076,1975
Sub-Saharan Africa,SSF,Age dependency ratio (% of working-age population),91.60499856,1975
Small states,SST,Age dependency ratio (% of working-age population),83.98334482,1975
Sao Tome and Principe,STP,Age dependency ratio (% of working-age population),105.416224,1975
Suriname,SUR,Age dependency ratio (% of working-age population),105.9650833,1975
Slovak Republic,SVK,Age dependency ratio (% of working-age population),56.14471217,1975
Slovenia,SVN,Age dependency ratio (% of working-age population),53.16595574,1975
Sweden,SWE,Age dependency ratio (% of working-age population),55.83130185,1975
Eswatini,SWZ,Age dependency ratio (% of working-age population),106.8136579,1975
Sint Maarten (Dutch part),SXM,Age dependency ratio (% of working-age population),0.0,1975
Seychelles,SYC,Age dependency ratio (% of working-age population),89.52213521,1975
Syrian Arab Republic,SYR,Age dependency ratio (% of working-age population),105.9040078,1975
Turks and Caicos Islands,TCA,Age dependency ratio (% of working-age population),0.0,1975
Chad,TCD,Age dependency ratio (% of working-age population),89.67993175,1975
East Asia & Pacific (IDA & IBRD countries),TEA,Age dependency ratio (% of working-age population),80.50904543,1975
Europe & Central Asia (IDA & IBRD countries),TEC,Age dependency ratio (% of working-age population),57.19455913,1975
Togo,TGO,Age dependency ratio (% of working-age population),94.45785854,1975
Thailand,THA,Age dependency ratio (% of working-age population),85.24924522,1975
Tajikistan,TJK,Age dependency ratio (% of working-age population),96.72317649,1975
Turkmenistan,TKM,Age dependency ratio (% of working-age population),91.05257066,1975
Latin America & the Caribbean (IDA & IBRD countries),TLA,Age dependency ratio (% of working-age population),83.77352632,1975
Timor-Leste,TLS,Age dependency ratio (% of working-age population),76.20569143,1975
Middle East & North Africa (IDA & IBRD countries),TMN,Age dependency ratio (% of working-age population),92.57672248,1975
Tonga,TON,Age dependency ratio (% of working-age population),94.59536872,1975
South Asia (IDA & IBRD),TSA,Age dependency ratio (% of working-age population),79.5671564,1975
Sub-Saharan Africa (IDA & IBRD countries),TSS,Age dependency ratio (% of working-age population),91.60499856,1975
Trinidad and Tobago,TTO,Age dependency ratio (% of working-age population),73.77494418,1975
Tunisia,TUN,Age dependency ratio (% of working-age population),89.86200976,1975
Turkey,TUR,Age dependency ratio (% of working-age population),81.94359854,1975
Tuvalu,TUV,Age dependency ratio (% of working-age population),0.0,1975
Tanzania,TZA,Age dependency ratio (% of working-age population),95.31575963,1975
Uganda,UGA,Age dependency ratio (% of working-age population),98.24023851,1975
Ukraine,UKR,Age dependency ratio (% of working-age population),49.78282477,1975
Upper middle income,UMC,Age dependency ratio (% of working-age population),76.23786264,1975
Uruguay,URY,Age dependency ratio (% of working-age population),59.62995175,1975
United States,USA,Age dependency ratio (% of working-age population),55.60704511,1975
Uzbekistan,UZB,Age dependency ratio (% of working-age population),95.28650637,1975
St. Vincent and the Grenadines,VCT,Age dependency ratio (% of working-age population),112.2800399,1975
"Venezuela, RB",VEN,Age dependency ratio (% of working-age population),86.08021808,1975
British Virgin Islands,VGB,Age dependency ratio (% of working-age population),0.0,1975
Virgin Islands (U.S.),VIR,Age dependency ratio (% of working-age population),83.39285714,1975
Vietnam,VNM,Age dependency ratio (% of working-age population),90.57706156,1975
Vanuatu,VUT,Age dependency ratio (% of working-age population),91.97408639,1975
World,WLD,Age dependency ratio (% of working-age population),74.91116896,1975
Samoa,WSM,Age dependency ratio (% of working-age population),110.1307825,1975
Kosovo,XKX,Age dependency ratio (% of working-age population),0.0,1975
"Yemen, Rep.",YEM,Age dependency ratio (% of working-age population),105.9624291,1975
South Africa,ZAF,Age dependency ratio (% of working-age population),81.82348536,1975
Zambia,ZMB,Age dependency ratio (% of working-age population),104.0795019,1975
Zimbabwe,ZWE,Age dependency ratio (% of working-age population),108.2890702,1975
Aruba,ABW,Age dependency ratio (% of working-age population),58.53154355,1976
Africa Eastern and Southern,AFE,Age dependency ratio (% of working-age population),94.26588739,1976
Afghanistan,AFG,Age dependency ratio (% of working-age population),92.98885748,1976
Africa Western and Central,AFW,Age dependency ratio (% of working-age population),89.40901165,1976
Angola,AGO,Age dependency ratio (% of working-age population),96.60870556,1976
Albania,ALB,Age dependency ratio (% of working-age population),77.07658544,1976
Andorra,AND,Age dependency ratio (% of working-age population),0.0,1976
Arab World,ARB,Age dependency ratio (% of working-age population),93.80398646,1976
United Arab Emirates,ARE,Age dependency ratio (% of working-age population),40.64337477,1976
Argentina,ARG,Age dependency ratio (% of working-age population),59.43645192,1976
Armenia,ARM,Age dependency ratio (% of working-age population),64.70091345,1976
American Samoa,ASM,Age dependency ratio (% of working-age population),0.0,1976
Antigua and Barbuda,ATG,Age dependency ratio (% of working-age population),82.7271928,1976
Australia,AUS,Age dependency ratio (% of working-age population),56.67460851,1976
Austria,AUT,Age dependency ratio (% of working-age population),60.55401191,1976
Azerbaijan,AZE,Age dependency ratio (% of working-age population),79.60406798,1976
Burundi,BDI,Age dependency ratio (% of working-age population),94.28200766,1976
Belgium,BEL,Age dependency ratio (% of working-age population),56.43488083,1976
Benin,BEN,Age dependency ratio (% of working-age population),94.21250429,1976
Burkina Faso,BFA,Age dependency ratio (% of working-age population),90.87289068,1976
Bangladesh,BGD,Age dependency ratio (% of working-age population),92.85007852,1976
Bulgaria,BGR,Age dependency ratio (% of working-age population),50.14343048,1976
Bahrain,BHR,Age dependency ratio (% of working-age population),68.1069264,1976
"Bahamas, The",BHS,Age dependency ratio (% of working-age population),77.64762221,1976
Bosnia and Herzegovina,BIH,Age dependency ratio (% of working-age population),59.25999927,1976
Belarus,BLR,Age dependency ratio (% of working-age population),53.76863042,1976
